post_timestamp,post_title,post_content,Lap_Label,LapNumber
2024-05-19 22:09:14,1.4초 입갤ㅋㅋㅋㅋㅋㅋㅋㅋ,,5,5.0
2024-05-19 22:09:16,아 탈모 르끌년 또 시작이네,이 새끼 또 못 치고 나가니까 뒤에 사인츠 까지 손해보고 결국 좃망하는 시나리오 계속 반복되고 있음,5,5.0
2024-05-19 22:09:23,틀론소는 셋업 잡는다고 해도,"넘 구린데 업뎃 좆망인가봐
- dc official App",5,5.0
2024-05-19 22:09:42,누가 티포시 대표로 막스차에 홍염좀 던져봐라,제발 변수창출좀,5,5.0
2024-05-19 22:09:46,메르 이 개병신새끼들 1초도 못따라가네,,5,5.0
2024-05-19 22:09:55,레드불 <-- 프랙티스 2번으로 제한해야되면 개추 ㅋㅋㅋ,,5,5.0
2024-05-19 22:10:03,휴그랜트 할배 티포시였네,영국인인ㄷ 티포시 ㅋㅋ,5,5.0
2024-05-19 22:10:03,휴 그랜트도 할배 다됬네 ㅋㅋ,"ㅋㅋ
- dc official App",5,5.0
2024-05-19 22:10:04,휴 그랜트 입갤 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,".
- dc official App",5,5.0
2024-05-19 22:10:08,추월 못하고 가까이 달리면 왜 안 좋은거임?,"DRS도 쓰고, 슬립스트림도 빨면 좋은거 아닌가",5,5.0
2024-05-19 22:10:22,막스우승이요 ㅋㅋ,- dc official App,5,5.0
2024-05-19 22:10:26,"""뉴이 퇴사에 대해서 한 말씀 해주시죠!""","""어쩌라고""
- dc official App",5,5.0
2024-05-19 22:10:28,벌써 노잼이네,- dc official App,5,5.0
2024-05-19 22:10:29,롤 두판하고 오면 되겠노,"ㅇㅇ
- dc official App",5,5.0
2024-05-19 22:10:33,거의 막스 노리스 3랩당 1초씩 벌어지네,하,5,5.0
2024-05-19 22:10:33,아이 르끌 왜 못 따라가냐,페라리 업댓이 좀,5,5.0
2024-05-19 22:10:50,모나코는 서킷 보는 재미라도 있지,여긴 음,6,6.0
2024-05-19 22:10:57,스타트 사고하나없네 ㅋㅋㅋㅋ,,6,6.0
2024-05-19 22:11:03,첫코너 무빵ㄷㄷ,- dc official App,6,6.0
2024-05-19 22:11:06,맥라렌이 애마가 아니라 페라리랑 경쟁하다니,작년이면 상상도 못 하는,6,6.0
2024-05-19 22:11:07,쿠플 나만 끊기냐?,"아님 보는 사람이 많은거냐?
- dc official App",6,6.0
2024-05-19 22:11:02,피아제 스타트 좋았는데 페라리한테 스퀴즈 당할뻔,ㅇㅅㅇ,6,6.0
2024-05-19 22:11:16,헐크 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋ,,6,6.0
2024-05-19 22:11:18,예에스 커몬ㅋㅋㅋㅋ,ㅋㅋㅋ,6,6.0
2024-05-19 22:11:17,피아제 스타트 진짜 좋았네,헝가로링이었으면 코라리 둘다 땄을지도,6,6.0
2024-05-19 22:11:19,스타트 이게 사고가 안나네,와,6,6.0
2024-05-19 22:11:20,대헐크,,6,6.0
2024-05-19 22:11:21,컴온 입갤 르끌 좆됐다!!!!,,6,6.0
2024-05-19 22:11:22,이에에에에스 ㅋㅋㅋ,ㅋ,6,6.0
2024-05-19 22:11:22,껴몬 ㅋㅋ,"+ dc official App
- dc official App",6,6.0
2024-05-19 22:11:24,꺼몬!,"예에에에스
- dc official App",6,6.0
2024-05-19 22:11:24,헐크 그 멘트 ㅋㅋㅋㅋㅋㅋㅋㅋ,,6,6.0
2024-05-19 22:11:23,꺼몬ㅋㅋㅋㅋ,ㅋㅋ,6,6.0
2024-05-19 22:11:24,예에에에에에에에스 꺼몬!,,6,6.0
2024-05-19 22:11:26,거몬!ㅋㅋㅋ,,6,6.0
2024-05-19 22:11:27,컴온?,어어,6,6.0
2024-05-19 22:11:27,커몬!,ㅋㅋㅋㅋ,6,6.0
2024-05-19 22:11:27,꺼몬 ㅋㅋㅋㅋ,ㅋㅋㅋㅋ,6,6.0
2024-05-19 22:11:32,꺼몬 입갤ㅋㅋㅋㅋ,,6,6.0
2024-05-19 22:11:37,헐크 ㅋㅋㅋㅋㅋㅋㅋㅋ,,6,6.0
2024-05-19 22:11:37,야스 코온 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,".
- dc official App",6,6.0
2024-05-19 22:11:31,헐크 시발 아재 바이브 ㅋㅋㅋㅋㅋ,,6,6.0
2024-05-19 22:11:39,르끌레 망해ㅛ다 꺼몬나왔다,ㅠㅠㅠ,6,6.0
2024-05-19 22:11:44,까몬이 아니라 거먼이라 ㄱㅊㅋㅋ,ㅋㅋ,6,6.0
2024-05-19 22:11:48,물리치료 들어갔다,알핀 포인트따냐,6,6.0
2024-05-19 22:11:49,2초 입갤ㅋㅋ,,6,6.0
2024-05-19 22:11:54,인터벌 2초 입갤 ㅋㅋㅋㅋㅋ,,6,6.0
2024-05-19 22:11:58,케이막 오늘은 뭐 안해주냐?,상남자 불도저 보여줘,7,7.0
2024-05-19 22:11:57,꺼몬!,- dc official App,7,7.0
2024-05-19 22:12:01,도련놈의 어께빵,성공적,7,7.0
2024-05-19 22:12:01,역시 레드불 연막이었노 ㅋㅋㅋ,"FP때 연막같다고 글쌌는데
역시나 연막맞았노 ㅋㅋ",7,7.0
2024-05-19 22:12:05,심레이싱 막스 팀 뉘르 24시 우승했네 ㅋㅋ,,7,7.0
2024-05-19 22:12:11,??? : 티포시의 주말이라니 아파트에서 사람이 죽었다니,여기 유머 잘 치지 않냐 ㅋㅋㅋㅋ,7,7.0
2024-05-19 22:12:13,몽골 대리운전 해주고싶다,개꿀잼 레이스 가능,7,7.0
2024-05-19 22:12:26,몽골 크루징 on,네덜란드 국가 틀어라,7,7.0
2024-05-19 22:12:50,선수 이름 읽히니까 보기 훨씬 편하네ㅋㅋㅋㅋ,근데 STR 임마는 누구냐,7,7.0
2024-05-19 22:13:11,맥라렌 빠르다,,7,7.0
2024-05-19 22:13:11,맥라렌 이스 패스틐ㅋㅋㅋㅋㅋㅋ,,7,7.0
2024-05-19 22:13:11,쟤들 빨라 ㅠㅠ,,7,7.0
2024-05-19 22:13:15,사인츠 피셜 맥라렌 좋음ㅋㅋ,,7,7.0
2024-05-19 22:13:22,메르 이 개병신들,,8,8.0
2024-05-19 22:13:28,맥라랜 빨라요 ㅠㅠ,ㅋㅋㅋㅋㅋ,8,8.0
2024-05-19 22:13:32,노리스야 막스 좀 따라가 다오…,,8,8.0
2024-05-19 22:13:33,방금 우리 아피트에서 사람 한명 죽었다,또 속았다,8,8.0
2024-05-19 22:13:49,가슬리 알바오 왜 못따,벌써 소프트 8랩인데 이럴거면 미듐하지그냥,8,8.0
2024-05-19 22:14:02,알론소 gg,,8,8.0
2024-05-19 22:14:06,차들 랩타임도 비슷하고 직빨 최속도 큰차이 안나서,"그냥 추월각 없다고 보면됨
왜 못 따라감? 이런거 의미없음
붙어봤자 추월도 못하고 그냥 지만 타이어 손해 ㅈㄴ보는거임
여기 그냥 럭키모나코라니까
비와서 변수생기는걸 봤었어서 그렇지
원래 레이스 ㅈ노잼서킷임",8,8.0
2024-05-19 22:14:11,알국왕 왜피트?,?,8,8.0
2024-05-19 22:14:20,진짜 개노잼이다 이몰라는,"ㅇㅇ
- dc official App",8,8.0
2024-05-19 22:14:21,알론소 칼퇴 선언,,8,8.0
2024-05-19 22:14:28,체코 저 개병신새끼ㅋㅋㅋㅋㅋㅋ,저런차로 11그리드 출발ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,8,8.0
2024-05-19 22:14:31,칼퇴하신 국왕님,,8,8.0
2024-05-19 22:14:31,알론소 결국 하드로 바꿨네 ㅋㅋㅋㅋㅋ,,8,8.0
2024-05-19 22:14:36,오콘 지금상황 유지못해서 리프트엔코스트 시작,좆핀아,8,8.0
2024-05-19 22:14:33,노리스는 걍 타이어관리중인듯,"처음에 drs얻고 도망가려다 안되니까 거리두고 타이어관리하네
Mclaren F1 team 2007~",8,8.0
2024-05-19 22:14:37,채신기술 ㄷㄷ,게임같네,8,8.0
2024-05-19 22:14:38,알론소 하드입갤 ㅋㅋㅋㅋㅋㅋㅋ,,8,8.0
2024-05-19 22:14:42,윌 뒤에 묶여있는거보단 레이스 시뮬 돌리는게 낫지,,8,8.0
2024-05-19 22:14:46,아니 레드불 머신타고 츠노다 뒤에서 달리는 놈은 뮤ㅓ냐?,ㅇ,9,9.0
2024-05-19 22:14:51,알론소 소프트 벌써 갈림?,아오!,9,9.0
2024-05-19 22:14:52,맥라렌 레드불 차이가 안나는거 같은데,와,9,9.0
2024-05-19 22:14:46,알롱소 소프트 유기 ㅋㅋㅋㅋㅋ,아오 애마시치,9,9.0
2024-05-19 22:15:00,틀론서 진짜 테스트만 하네,"지피투 엔진이다 이거야
- dc official App",9,9.0
2024-05-19 22:15:04,헐크 포디움 VS 페라리 드챔 뭐가 더 빠름??,ㅋㅋㅋ,9,9.0
2024-05-19 22:15:11,이몰라는 Wec한정으로만 하자,개재미없네,9,9.0
2024-05-19 22:15:08,근데 알론소 왜 핏레인스타트함?,"어제 안봐서 몰?루
- dc official App",9,9.0
2024-05-19 22:15:14,11카도 ㄷㄷ,- dc official App,9,9.0
2024-05-19 22:15:17,체코는 병신이야?,막스랑 같은 차 맞음?,9,9.0
